Status,Exercise Display / Reference Name ,YouTube URL,Vimeo URL,Figure Icon ,Thumbnail,Coach,Assigned,Type,Tracking Fields,Per Side Info,Equipment,Muscle Groups,Tags / Target Areas,Description / Instructions,How To Perform 1,How To Perform 2,How To Perform 3,How To Perform 4
Complete,Sled Pushes & Pulls ,,https://vimeo.com/manage/videos/413798667/549be4d90c,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Hip Flexors, Abdominals, Quadriceps","Strength, Hips, Core, Quads, Conditioning","A strength exercise targeting the hips, core, quads.","Set up for Sled Pushes & Pulls with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,SOTS Press Broomstick ,,https://vimeo.com/768740295,Completed,Completed,DANNY,,Strength,Repetitions,None,Broomstick,"Deltoids, Trapezius","Upper Body, Mobility, Strength, Retraction, Shoulders, Traps, Rhomboids, Warm Up, Flexion","A broomstick-based strength exercise targeting the retraction, shoulders, traps.","Set up for SOTS Press Broomstick with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Spinal Rotation in a Lunge Position ,,https://vimeo.com/413770667,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Quadriceps, Erector Spinae, Abdominals","Full Body, Spine, Core, Back, Flexibility, rotation, Mobility ","A strength exercise targeting the spine, core, back.","Set up for Spinal Rotation in a Lunge Position with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Spinal Rotation Stretch ,,https://vimeo.com/779969598/484e2cb693,Completed,Completed,DANNY,,Stretching,Duration,None,None,Erector Spinae,"Upper Body, Mobility, Stretch, Lower Back , Back , Flexibility , Spine","A stretching exercise targeting the stretch, lower back, back, improving flexibility and range of motion through controlled movement.",Get into the starting position for Spinal Rotation Stretch. Ensure your body is properly aligned before beginning the stretch.,Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release. Do not bounce or force the range.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
Complete,Spinal Rotations Weighted ,,https://vimeo.com/765466760/398f5a64e8,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,Erector Spinae,"Upper Body, Mobility , Spine, Rotation","A mobility exercise targeting the spine, rotation, building controlled range of motion and joint health.",Set up in the starting position for Spinal Rotations Weighted. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Spinal Segmentation ,,https://vimeo.com/779969499/437ab328d3,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Gastrocnemius, Hamstrings","Lower Body, Mobility, Calves, Flexibility, Legs, hamstrings ","A mobility exercise targeting the calves, legs, hamstrings, building controlled range of motion and joint health.",Set up in the starting position for Spinal Segmentation. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Spinal Segmentation - Jefferson Curls ,,https://vimeo.com/765466797/027704d83f,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,Dumbbells,"Biceps, Erector Spinae","Upper Body, Mobility , Spine, Segmentation, Flexion","A dumbbells-based strength exercise targeting the spine, segmentation, flexion.","Set up for Spinal Segmentation - Jefferson Curls with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Spinal Segmentation Supine Weighted,,https://vimeo.com/969481712,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,Erector Spinae,"Upper Body, Mobility , Spine, Segmentation, Flexion","A mobility exercise targeting the spine, segmentation, flexion, building controlled range of motion and joint health.",Set up in the starting position for Spinal Segmentation Supine Weighted. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Split Squat with Internal Rotation Focus ,,https://vimeo.com/969464823,Completed,Completed,DANNY,,Strength,Repetitions,Per Leg,None,"Hamstrings, Gluteus Maximus, Quadriceps","Lower Body, Mobility , Strength, Hamstrings, Glutes, Quads, Ankles","A strength exercise targeting the hamstrings, glutes, quads.","Set up for Split Squat with Internal Rotation Focus with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Split Squats ,,https://vimeo.com/manage/videos/768740397,Completed,Completed,DANNY,,Strength,Repetitions,Per Leg,None,"Hamstrings, Gluteus Maximus, Quadriceps","Lower Body, Mobility , Strength, Hamstrings, Glutes, Quads, Ankles","A strength exercise targeting the hamstrings, glutes, quads.","Set up for Split Squats with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Split Stance Hinges with Cross Body Swing,,https://vimeo.com/969483714,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Hamstrings, Gluteus Maximus, Quadriceps","Lower Body, Mobility , Strength, Hamstrings, Glutes, Quads, Ankles","A mobility exercise targeting the hamstrings, glutes, quads, building controlled range of motion and joint health.",Set up in the starting position for Split Stance Hinges with Cross Body Swing. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Squat to Straddle Fold (weighted) ,,https://vimeo.com/767342941,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,None,"Quadriceps, Hip Flexors, Gluteus Maximus","Lower Body, Mobility, Hips, Glutes, Adductors, Hamstrings","A strength exercise targeting the hips, glutes, adductors.","Set up for Squat to Straddle Fold (weighted) with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Standing Cable Straight Arm Pulldown ,,https://vimeo.com/manage/videos/413798036/6fe1039f76,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,Cable Machine,"Latissimus Dorsi, Rhomboids, Erector Spinae","Latts, Strength, Upper Back, Back, Upper Body, Spine","A cable machine-based strength exercise targeting the latts, upper back, back.","Set up for Standing Cable Straight Arm Pulldown with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Standing Half Middle Split Leg Lifts with Contractions,,https://vimeo.com/969477147,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Hip Adductors, Gluteus Maximus, Quadriceps","Lower Body, Mobility , Strength, Adductors, Glutes, Quads, Ankles","A mobility exercise targeting the adductors, glutes, quads, building controlled range of motion and joint health.",Set up in the starting position for Standing Half Middle Split Leg Lifts with Contractions. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
